x-ecef(m)	y-ecef(m)	z-ecef(m)
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.38
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.601	1742282.592	5131459.385
3337519.601	1742282.591	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.592	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.382
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.603	1742282.592	5131459.386
3337519.601	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.601	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.382
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
3337519.6	1742282.591	5131459.381
