1	3337519.6008	1742282.5898	5131459.3792
2	3337519.6006	1742282.5899	5131459.3792
3	3337519.6006	1742282.5899	5131459.3792
4	3337519.6008	1742282.5898	5131459.3792
5	3337519.6008	1742282.5898	5131459.3792
6	3337519.6008	1742282.5898	5131459.3792
7	3337519.6008	1742282.5898	5131459.3792
8	3337519.6006	1742282.5899	5131459.3792
9	3337519.6008	1742282.5898	5131459.3792
10	3337519.6008	1742282.5898	5131459.3792
11	3337519.6008	1742282.5898	5131459.3792
12	3337519.6005	1742282.5899	5131459.3792
13	3337519.6005	1742282.5899	5131459.3792
14	3337519.6008	1742282.5898	5131459.3792
15	3337519.6005	1742282.5899	5131459.3792
16	3337519.6008	1742282.5898	5131459.3792
17	3337519.6008	1742282.5898	5131459.3792
18	3337519.6008	1742282.5898	5131459.3792
19	3337519.6008	1742282.5898	5131459.3792
20	3337519.6008	1742282.5898	5131459.3792
21	3337519.6008	1742282.5898	5131459.3792
22	3337519.6008	1742282.5898	5131459.3792
23	3337519.6008	1742282.5898	5131459.3792
24	3337519.6008	1742282.5898	5131459.3792
25	3337519.6008	1742282.5898	5131459.3792
26	3337519.6008	1742282.5898	5131459.3792
27	3337519.6008	1742282.5898	5131459.3792
28	3337519.6008	1742282.5898	5131459.3792
29	3337519.6008	1742282.5898	5131459.3792
30	3337519.6008	1742282.5898	5131459.3792
31	3337519.6008	1742282.5898	5131459.3792
32	3337519.6008	1742282.5898	5131459.3792
33	3337519.6008	1742282.5898	5131459.3792
34	3337519.6008	1742282.5898	5131459.3792
35	3337519.6008	1742282.5898	5131459.3792
36	3337519.6008	1742282.5898	5131459.3792
37	3337519.6008	1742282.5898	5131459.3792
38	3337519.6008	1742282.5898	5131459.3792
39	3337519.6008	1742282.5898	5131459.3792
40	3337519.6008	1742282.5898	5131459.3792
41	3337519.6008	1742282.5898	5131459.3792
42	3337519.6008	1742282.5898	5131459.3792
43	3337519.6008	1742282.5898	5131459.3792
44	3337519.6008	1742282.5898	5131459.3792
45	3337519.6008	1742282.5898	5131459.3792
46	3337519.6008	1742282.5898	5131459.3792
47	3337519.6008	1742282.5898	5131459.3792
48	3337519.6008	1742282.5898	5131459.3792
49	3337519.6008	1742282.5898	5131459.3792
50	3337519.6008	1742282.5898	5131459.3792
51	3337519.6008	1742282.5898	5131459.3792
52	3337519.6008	1742282.5898	5131459.3792
53	3337519.6008	1742282.5898	5131459.3792
54	3337519.6008	1742282.5898	5131459.3792
55	3337519.6008	1742282.5898	5131459.3792
56	3337519.6008	1742282.5898	5131459.3792
57	3337519.6008	1742282.5898	5131459.3792
58	3337519.6008	1742282.5898	5131459.3792
59	3337519.6008	1742282.5898	5131459.3792
60	3337519.6008	1742282.5898	5131459.3792
61	3337519.6008	1742282.5898	5131459.3792
62	3337519.6008	1742282.5898	5131459.3792
63	3337519.6008	1742282.5898	5131459.3792
64	3337519.6008	1742282.5898	5131459.3792
65	3337519.6008	1742282.5898	5131459.3792
66	3337519.6008	1742282.5898	5131459.3792
67	3337519.6008	1742282.5898	5131459.3792
68	3337519.6008	1742282.5898	5131459.3792
69	3337519.6008	1742282.5898	5131459.3792
70	3337519.6008	1742282.5898	5131459.3792
71	3337519.6008	1742282.5898	5131459.3792
72	3337519.6008	1742282.5898	5131459.3792
73	3337519.6008	1742282.5898	5131459.3792
74	3337519.6008	1742282.5898	5131459.3792
75	3337519.6008	1742282.5898	5131459.3792
76	3337519.6008	1742282.5898	5131459.3792
77	3337519.6008	1742282.5898	5131459.3792
78	3337519.6008	1742282.5898	5131459.3792
79	3337519.6008	1742282.5898	5131459.3792
80	3337519.6008	1742282.5898	5131459.3792
81	3337519.6008	1742282.5898	5131459.3792
82	3337519.6008	1742282.5898	5131459.3792
83	3337519.6008	1742282.5898	5131459.3792
84	3337519.6008	1742282.5898	5131459.3792
85	3337519.6008	1742282.5898	5131459.3792
86	3337519.6008	1742282.5898	5131459.3792
87	3337519.6008	1742282.5898	5131459.3792
88	3337519.6008	1742282.5898	5131459.3792
89	3337519.6008	1742282.5898	5131459.3792
90	3337519.6008	1742282.5898	5131459.3792
91	3337519.6008	1742282.5898	5131459.3792
92	3337519.6008	1742282.5898	5131459.3792
93	3337519.6008	1742282.5898	5131459.3792
94	3337519.6008	1742282.5898	5131459.3792
95	3337519.6008	1742282.5898	5131459.3792
96	3337519.6008	1742282.5898	5131459.3792
97	3337519.6008	1742282.5898	5131459.3792
